"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","Therm_vs.Other"
"1086","Hopi","Stephen,_,_Alexander_MacGregor,_and_Elsie_Worthington_Clews_Parsons._1969._Hopi_Journal_of_Alexander_M._Stephen._InColumbia_University_Contributions_to_Anthropology,_v._23:2_v._(lii,_1417_)._New_York:_AMS_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_047.",1,"awl","unknown","Ceremony or Ritual",-7,"Alternative"
"1087","Hopi","Stephen,_,_Alexander_MacGregor,_and_Elsie_Worthington_Clews_Parsons._1969._Hopi_Journal_of_Alexander_M._Stephen._InColumbia_University_Contributions_to_Anthropology,_v._23:2_v._(lii,_1417_)._New_York:_AMS_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_047.",1,"awl","unknown","Cups",-7,"Alternative"
"1089","Hopi","Stephen,_,_Alexander_MacGregor,_and_Elsie_Worthington_Clews_Parsons._1969._Hopi_Journal_of_Alexander_M._Stephen._InColumbia_University_Contributions_to_Anthropology,_v._23:2_v._(lii,_1417_)._New_York:_AMS_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_047.",1,"awl","unknown","Ceremony or Ritual",-7,"Alternative"
"1090","Hopi","Stephen,_,_Alexander_MacGregor,_and_Elsie_Worthington_Clews_Parsons._1969._Hopi_Journal_of_Alexander_M._Stephen._InColumbia_University_Contributions_to_Anthropology,_v._23:2_v._(lii,_1417_)._New_York:_AMS_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_047.",1,"awl","unknown","Prayer Stick",-7,"Alternative"
"1092","Hopi","Talayesva,_Don_C.,_and_Leo_William_Simmons._1942.Sun_Chief:_The_Autobiography_of_a_Hopi_Indian._New_Haven:_Pub._for_the_Institute_of_Human_Relations_by_Yale_University_Press?;_H._Milford,_Oxford_University_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_007.",1,"awl","unknown","Children Fighting",-7,"Alternative"
"1093","Hopi","Talayesva,_Don_C.,_and_Leo_William_Simmons._1942.Sun_Chief:_The_Autobiography_of_a_Hopi_Indian._New_Haven:_Pub._for_the_Institute_of_Human_Relations_by_Yale_University_Press?;_H._Milford,_Oxford_University_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_007.",1,"awl","bone","Foodways",-7,"Alternative"
"1094","Hopi","Sekaquaptewa,_Helen,_and_Louise_Udall._1969.Me_and_Mine:_The_Life_Story_of_Helen_Sekaquaptewa._Tuscon:_University_of_Arizona_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_061.",1,"awl","bone","Foodways",-7,"Alternative"
"1095","Hopi","Kavena,_Juanita_Tiger._1980.Hopi_Cookery._Tucson:_University_of_Arizona_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_046.",1,"awl","unknown","Foodways",-7,"Alternative"
"1096","Hopi","Aberle,_David_Friend._1951._The_Psychosocial_Analysis_of_a_Hopi_Life_History._InComparative_Psychology_Monographs,_6,_133._Berkeley_And_Los_Angeles:_University_of_California_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_011.",1,"awl","unknown","Children Fighting",-7,"Alternative"
"1097","Hopi","Voth,_Henry_R._1903._The_Oráibi_Oáqöl_Ceremony._InPublication,_5,_46_,_plates._Chicago:_Field_Columbian_Museum._https://ehrafworldcultures.yale.edu/document?id=nt09_009.",1,"awl","unknown","Ceremony or Ritual",-7,"Alternative"
"1098","Hopi","Whiteley,_Peter_M._1988.Deliberate_Acts:_Changing_Hopi_Culture_through_Thr_Oraibi_Split._Tucson:_University_of_Arizona_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_050.",1,"awl","unknown","Trading",-7,"Alternative"
"1099","Hopi","Clemmer,_Richard_O._1995._Roads_in_the_Sky:_The_Hopi_Indians_in_a_Century_of_Change._InConflict_and_Social_Change_Series,_xiv,_377._Boulder,_Colo.:_Westview_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_049.",1,"awl","unknown","Trading",-7,"Alternative"
"1100","Hopi","James,_Harry_Clebourne._1974.Pages_from_Hopi_History._Tucson:_University_of_Arizona_Press._https://ehrafworldcultures.yale.edu/document?id=nt09_016.",1,"awl","unknown","Trading",-7,"Alternative"
"1101","Maricopa","Spier,_Leslie._1933._Yuman_Tribes_of_the_Gila_River._InThe_University_of_Chicago_Publications_in_Anthropology?;_Ethnological_Series,_xviii,_433_,_15_plates._Chicago:_University_of_Chicago_Press._https://ehrafworldcultures.yale.edu/document?id=nt43_001.",1,"awl","unknown","Baskets",2.400000095,"Alternative"
"1102","Mescalero Apache","Basehart,_Harry_W.,_and_United_States._Indian_Claims_Commission._1974._Mescalero_Apache_Subsistence_Patterns_and_Socio_Political_Organization._InAmerican_Indian_Ethnohistory:_Indians_of_the_Southwest,_9_178._New_York_&_London:_Garland_Publishing_Inc._https://ehrafworldcultures.yale.edu/document?id=nt25_003.",1,"awl","unknown","Sieve",-6.199999809,"Alternative"
"1103","Mescalero Apache","MacLachlan,_Bruce_B._1963._On_‘Indian_Justice.Plains_Anthropologist,_Journal_of_The_Plains_ConferenceVol._8_(22):_257_61._https://ehrafworldcultures.yale.edu/document?id=nt25_013.",1,"awl","unknown","Accident",-6.199999809,"Alternative"
"1104","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_192.",1,"awl","unknown","Foodways",-8.600000381,"Alternative"
"1105","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_192.",1,"awl","metal","Baskets",-8.600000381,"Alternative"
"1106","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_192.",1,"awl","unknown","Foodways",-8.600000381,"Alternative"
"1107","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_192.",1,"awl","unknown","Clothing",-8.600000381,"Thermoregulation"
"1109","Navajo","Wyman,_Leland_Clifton,_and_Flora_L._Bailey._1943._Navaho_Upward_Reaching_Way:_Objective_Behavior,_Rationale_and_Sanction._InThe_University_of_New_Mexico_Bulletin_…_Anthropological_Series,_v._4:47._Albuquerque,_N.M.:_The_University_of_New_Mexico._https://ehrafworldcultures.yale.edu/document?id=nt13_122.",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1110","Navajo","Wyman,_Leland_Clifton,_and_Flora_L._Bailey._1943._Navaho_Upward_Reaching_Way:_Objective_Behavior,_Rationale_and_Sanction._InThe_University_of_New_Mexico_Bulletin_…_Anthropological_Series,_v._4:47._Albuquerque,_N.M.:_The_University_of_New_Mexico._https://ehrafworldcultures.yale.edu/document?id=nt13_122.",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1114","Navajo","Matthews,_Washington._1883._Navajo_Silversmiths._InAnnual_Report,_167_78._Washington:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=nt13_094.",1,"awl","unknown","Art",-8.600000381,"Alternative"
"1115","Navajo","Matthews,_Washington._1883._Navajo_Silversmiths._InAnnual_Report,_167_78._Washington:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=nt13_094.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1116","Navajo","Matthews,_Washington._1883._Navajo_Silversmiths._InAnnual_Report,_167_78._Washington:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=nt13_094.",1,"awl","unknown","Art",-8.600000381,"Alternative"
"1117","Navajo","Matthews,_Washington._1883._Navajo_Silversmiths._InAnnual_Report,_167_78._Washington:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=nt13_094.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1118","Navajo","Matthews,_Washington._1883._Navajo_Silversmiths._InAnnual_Report,_167_78._Washington:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=nt13_094.",1,"awl","unknown","Silver beads",-8.600000381,"Alternative"
"1119","Navajo","Roessel,_Ruth._1983._Navajo_Arts_and_Crafts._InHandbook_of_North_American_Indians._Southwest,_v._10:592_604._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nt13_205.",1,"awl","unknown","Silver beads",-8.600000381,"Alternative"
"1120","Navajo","Roessel,_Ruth._1983._Navajo_Arts_and_Crafts._InHandbook_of_North_American_Indians._Southwest,_v._10:592_604._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nt13_205.",1,"awl","unknown","Art",-8.600000381,"Alternative"
"1121","Navajo","Roessel,_Ruth._1983._Navajo_Arts_and_Crafts._InHandbook_of_North_American_Indians._Southwest,_v._10:592_604._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nt13_205.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1122","Navajo","Roessel,_Ruth._1983._Navajo_Arts_and_Crafts._InHandbook_of_North_American_Indians._Southwest,_v._10:592_604._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nt13_205.",1,"awl","unknown","Baskets",-8.600000381,"Alternative"
"1123","Navajo","Roessel,_Ruth._1983._Navajo_Arts_and_Crafts._InHandbook_of_North_American_Indians._Southwest,_v._10:592_604._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nt13_205.",1,"awl","unknown","Shoes",-8.600000381,"Thermoregulation"
"1124","Navajo","Wyman,_Leland_Clifton,_and_Clyde_Kluckhohn._1938._Navaho_Classification_of_Their_Song_Ceremonials._InMemoirs_of_the_American_Anthropological_Association,_38._Menasha,_Wis.:_American_Anthropological_Association._https://ehrafworldcultures.yale.edu/document?id=nt13_195.",1,"awl","unknown","Name",-8.600000381,"Alternative"
"1125","Navajo","Wyman,_Leland_Clifton,_and_Clyde_Kluckhohn._1938._Navaho_Classification_of_Their_Song_Ceremonials._InMemoirs_of_the_American_Anthropological_Association,_38._Menasha,_Wis.:_American_Anthropological_Association._https://ehrafworldcultures.yale.edu/document?id=nt13_195.",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1126","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1127","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Silver beads",-8.600000381,"Alternative"
"1128","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Silver beads",-8.600000381,"Alternative"
"1129","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Jewlery ",-8.600000381,"Alternative"
"1130","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Button",-8.600000381,"Alternative"
"1131","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1132","Navajo","The_Navajo_smiths_did_not_learn_the_art_of_die_making_from_the_Mexican_plateros,_for_they_did_not_use_dies._The_designs_applied_to_Mexican_silver_made_in_this_region_were_applied_with_anawl,_like_that_the_early_Navajo_smiths_used,_and_other_chasing_tools._The_21_silversmiths_copied_the_designs_which_the_Mexican_leatherworkers_employed_in_stamping_figures_on_saddles,_bridles,_and_other_leather_goods._From_these_leatherworkers_they_borrowed_the_technique_of_filing_such_designs_on_the_ends_of_old_pieces_of_scrap_iron._When_these_dies_were_pounded_down_into_the_silver_while_the_metal_was_cold,_an_impression_was_obtained_exactly_like_that_the_Mexicans_made_in_leather._A_photograph_taken_at_Oraibi,_Arizona,_shows_an_old_concha_belt_with_a_border_of_crescent_shaped_designs_stamped_on_the_leather_to_which_the_plaques_are_attached_Plate_4A_._These_designs_had_been_applied_with_a_silver_stamp,_yet_the_design_is_the_same_as_that_applied_by_leather_stamps._The_tools_are_identical,_except_for_the_fact_that_the_leather_dies_are_slightly_larger_than_some_of_the_silver_dies.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1133","Navajo","The_Navajo_smiths_did_not_learn_the_art_of_die_making_from_the_Mexican_plateros,_for_they_did_not_use_dies._The_designs_applied_to_Mexican_silver_made_in_this_region_were_applied_with_anawl,_like_that_the_early_Navajo_smiths_used,_and_other_chasing_tools._The_21_silversmiths_copied_the_designs_which_the_Mexican_leatherworkers_employed_in_stamping_figures_on_saddles,_bridles,_and_other_leather_goods._From_these_leatherworkers_they_borrowed_the_technique_of_filing_such_designs_on_the_ends_of_old_pieces_of_scrap_iron._When_these_dies_were_pounded_down_into_the_silver_while_the_metal_was_cold,_an_impression_was_obtained_exactly_like_that_the_Mexicans_made_in_leather._A_photograph_taken_at_Oraibi,_Arizona,_shows_an_old_concha_belt_with_a_border_of_crescent_shaped_designs_stamped_on_the_leather_to_which_the_plaques_are_attached_Plate_4A_._These_designs_had_been_applied_with_a_silver_stamp,_yet_the_design_is_the_same_as_that_applied_by_leather_stamps._The_tools_are_identical,_except_for_the_fact_that_the_leather_dies_are_slightly_larger_than_some_of_the_silver_dies.",1,"awl","unknown","Art",-8.600000381,"Alternative"
"1134","Navajo","With_the_introduction_of_designed_stamps,_theawlwent_out_of_use_as_a_tool_for_decorating_silver._This_change_in_technology_was_accompanied_by_a_change_in_the_design_of_the_jewelry._It_became_more_elaborate;_frequently_the_whole_surface_of_a_bracelet_or_a_button_was_marked_with_stamped_patterns._By_1895_the_stamps_had_become_very_common,_and_the_vogue_for_elaborately_stamped_pieces_had_reached_its_peak._Often_such_naturalistic_design_as_that_22_of_the_arrow,_which_was_introduced_about_1895_by_the_white_man_as_a_design_motif,_was_seen_on_the_silver,_stamped_on_the_metal_by_an_iron_die.",1,"awl","unknown","Jewlery ",-8.600000381,"Alternative"
"1135","Navajo","With_the_introduction_of_designed_stamps,_theawlwent_out_of_use_as_a_tool_for_decorating_silver._This_change_in_technology_was_accompanied_by_a_change_in_the_design_of_the_jewelry._It_became_more_elaborate;_frequently_the_whole_surface_of_a_bracelet_or_a_button_was_marked_with_stamped_patterns._By_1895_the_stamps_had_become_very_common,_and_the_vogue_for_elaborately_stamped_pieces_had_reached_its_peak._Often_such_naturalistic_design_as_that_22_of_the_arrow,_which_was_introduced_about_1895_by_the_white_man_as_a_design_motif,_was_seen_on_the_silver,_stamped_on_the_metal_by_an_iron_die.",1,"awl","unknown","Art",-8.600000381,"Alternative"
"1136","Navajo","With_the_introduction_of_designed_stamps,_theawlwent_out_of_use_as_a_tool_for_decorating_silver._This_change_in_technology_was_accompanied_by_a_change_in_the_design_of_the_jewelry._It_became_more_elaborate;_frequently_the_whole_surface_of_a_bracelet_or_a_button_was_marked_with_stamped_patterns._By_1895_the_stamps_had_become_very_common,_and_the_vogue_for_elaborately_stamped_pieces_had_reached_its_peak._Often_such_naturalistic_design_as_that_22_of_the_arrow,_which_was_introduced_about_1895_by_the_white_man_as_a_design_motif,_was_seen_on_the_silver,_stamped_on_the_metal_by_an_iron_die.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1137","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1138","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Concha",-8.600000381,"Alternative"
"1139","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1140","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Horse Equipment",-8.600000381,"Alternative"
"1141","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Jewlery ",-8.600000381,"Alternative"
"1142","Navajo","Adair,_John._1944._The_Navajo_and_Pueblo_Silversmiths._InCivilization_of_the_American_Indian_Series,_xvii,_220._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_090.",1,"awl","unknown","Metalwork",-8.600000381,"Alternative"
"1143","Navajo","Kluckhohn,_Clyde,_and_Leland_Clifton_Wyman._1940._An_Introduction_to_Navaho_Chant_Practice._In_._Menasha,_Wis.:_American_Anthropological_Association._https://ehrafworldcultures.yale.edu/document?id=nt13_047.",1,"awl","unknown","Name",-8.600000381,"Alternative"
"1144","Navajo","Kluckhohn,_Clyde,_and_Leland_Clifton_Wyman._1940._An_Introduction_to_Navaho_Chant_Practice._In_._Menasha,_Wis.:_American_Anthropological_Association._https://ehrafworldcultures.yale.edu/document?id=nt13_047.",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1145","Navajo","Reichard,_Gladys_Amanda._1950._Navaho_Religion:_A_Study_of_Symbolism._In_._New_York:_Bollinger_Foundation._https://ehrafworldcultures.yale.edu/document?id=nt13_063.",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1146","Navajo","Reichard,_Gladys_Amanda._1950._Navaho_Religion:_A_Study_of_Symbolism._In_._New_York:_Bollinger_Foundation._https://ehrafworldcultures.yale.edu/document?id=nt13_063.",1,"awl","unknown","Name",-8.600000381,"Alternative"
"1147","Navajo","Stewart,_Omer_C._(Omer_Call)._1938._The_Navaho_Wedding_Basket__1938._InMuseum_Notes_of_the_Museum_of_Northern_Arizona,_Vol._10:25_28._Flagstaff_Ariz._:_Northern_Arizona_Society_of_Science_and_Art._https://ehrafworldcultures.yale.edu/document?id=nt13_041.",1,"awl","unknown","Baskets",-8.600000381,"Alternative"
"1148","Navajo","Wilson,_E._F._1890._The_Navajo_Indians._InOur_Forest_Children,_Vol._3:113_17._Owen_Sound,_Ontario:_Singwauk_Home._https://ehrafworldcultures.yale.edu/document?id=nt13_110.",1,"awl","unknown","Shoes",-8.600000381,"Thermoregulation"
"1149","Navajo","Haile,_Berard._1943._Origin_Legend_of_the_Navaho_Flintway._In_._Chicago,_Ill.:_The_University_of_Chicago_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_027.",1,"awl","unknown","Baskets",-8.600000381,"Alternative"
"1150","Navajo","O._1956._The_Dîné:_Origin_Myths_of_the_Navaho_Indians._InBulletin,_vii,_187._Washington:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=nt13_182.",1,"awl","unknown","Mythology",-8.600000381,"Alternative"
"1151","Navajo","O._1956._The_Dîné:_Origin_Myths_of_the_Navaho_Indians._InBulletin,_vii,_187._Washington:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=nt13_182.",1,"awl","bone","Head Ornament",-8.600000381,"Alternative"
"1152","Navajo","Kluckhohn,_C._(1944)_‘Navaho_witchcraft,_inPapers_of_the_Peabody_Museum_of_Archaeology_and_Ethnology._Cambridge,_Mass.:_The_Museum,_pp._x,_140._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_060_(Accessed:_28_February_2024).",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1153","Navajo","Kluckhohn,_C._(1944)_‘Navaho_witchcraft,_inPapers_of_the_Peabody_Museum_of_Archaeology_and_Ethnology._Cambridge,_Mass.:_The_Museum,_pp._x,_140._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_060_(Accessed:_28_February_2024).",1,"awl","unknown","Name",-8.600000381,"Alternative"
"1154","Navajo","McAllester,_D.P._(1954)_‘Enemy_Way_music,_inPapers._Cambridge:_The_Museum,_pp._ix,_96._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_215_(Accessed:_28_February_2024).",1,"awl","metal","Music",-8.600000381,"Alternative"
"1155","Navajo","Kluckhohn,_C._(1938)_‘Navaho_womens_knowledge_of_their_song_ceremonials,_inEl_Palacio._Santa_Fe,_N.M._:_Museum_of_New_Mexico_,_pp._87_92._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_074_(Accessed:_28_February_2024).",1,"awl","unknown","Name",-8.600000381,"Alternative"
"1156","Navajo","Kluckhohn,_C._(1938)_‘Navaho_womens_knowledge_of_their_song_ceremonials,_inEl_Palacio._Santa_Fe,_N.M._:_Museum_of_New_Mexico_,_pp._87_92._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_074_(Accessed:_28_February_2024).",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1157","Navajo","Newcomb,_F.J._(1964)_‘Hosteen_Klah:_Navaho_medicine_man_and_sand_painter,_inThe_Civilization_of_the_American_Indian_series._Norman:_University_of_Oklahoma_Press,_pp._xxxiii,_227._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_277_(Accessed:_28_February_2024).",1,"awl","unknown","Ceremony or Ritual",-8.600000381,"Alternative"
"1158","Navajo","Newcomb,_F.J._(1964)_‘Hosteen_Klah:_Navaho_medicine_man_and_sand_painter,_inThe_Civilization_of_the_American_Indian_series._Norman:_University_of_Oklahoma_Press,_pp._xxxiii,_227._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_277_(Accessed:_28_February_2024).",1,"awl","unknown","Name",-8.600000381,"Alternative"
"1159","Navajo","Haile,_Berard._1938._Origin_Legend_of_the_Navaho_Enemy_Way._In_._New_Haven:_Pub._for_the_Department_of_anthropology._Yale_University,_by_the_Yale_University_Press?;_H._Milford,_Oxford_University_Press._https://ehrafworldcultures.yale.edu/document?id=nt13_026.",1,"awl","unknown","Weapon",-8.600000381,"Alternative"
"1162","Navajo","Bailey,_G.A._and_Bailey,_R.G._(1986)A_history_of_the_Navajos:_the_reservation_years._Santa_Fe,_N.M.:_School_of_American_Research_Press?;_Distributed_by_University_of_Washington_Press._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_294_(Accessed:_28_February_2024).",1,"awl","metal","Metalwork",-8.600000381,"Alternative"
"1163","Navajo","Bailey,_G.A._and_Bailey,_R.G._(1986)A_history_of_the_Navajos:_the_reservation_years._Santa_Fe,_N.M.:_School_of_American_Research_Press?;_Distributed_by_University_of_Washington_Press._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_294_(Accessed:_28_February_2024).",1,"awl","metal","Trading",-8.600000381,"Alternative"
"1165","Navajo","Adams,_W.Y._(1963)_‘Shonto:_a_study_of_the_role_of_the_trader_in_a_modern_Navaho_community,_inBulletin._Washington:_U.S._Govt._Print._Off.,_pp._xi,_329._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_181_(Accessed:_28_February_2024).",1,"awl","wood","Shoes",-8.600000381,"Thermoregulation"
"1166","Navajo","Adams,_W.Y._(1963)_‘Shonto:_a_study_of_the_role_of_the_trader_in_a_modern_Navaho_community,_inBulletin._Washington:_U.S._Govt._Print._Off.,_pp._xi,_329._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_181_(Accessed:_28_February_2024).",1,"awl","wood","Baskets",-8.600000381,"Alternative"
"1167","Navajo","Mitchell,_F._(1978)Navajo_Blessingway_singer:_the_autobiography_of_Frank_Mitchell,_1881_1967._Tucson?:_University_Of_Arizona_Press,_C1978:_University_of_Arizona_Press._Available_at:_https://ehrafworldcultures.yale.edu/document?id=nt13_298_(Accessed:_28_February_2024).",1,"awl","bone","Shoes",-8.600000381,"Thermoregulation"
"1168","Navajo","Kelly,_Isabel_Truesdell._1934._Ethnography_of_the_Surprise_Valley_Paiute._InUniversity_of_California_Publications._American_Archaeology_and_Ethnology,_v._31:67_210_,_plates_17_32._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures.yale.edu/document?id=nr13_001.",1,"awl","horn","Clothing",-8.600000381,"Thermoregulation"
"1169","Navajo","Castetter,_Edward_Franklin,_and_Ruth_Murray_Underhill._1935._The_Ethnobiology_of_the_Papago_Indians.Ethnobiological_Studies_in_the_American_Southwes4_(3):_84._https://ehrafworldcultures.yale.edu/document?id=nu79_017.",1,"awl","unknown","Baskets",-8.600000381,"Alternative"
"1170","O'odham","Castetter,_Edward_Franklin,_and_Ruth_Murray_Underhill._1935._The_Ethnobiology_of_the_Papago_Indians.Ethnobiological_Studies_in_the_American_Southwes4_(3):_84._https://ehrafworldcultures.yale.edu/document?id=nu79_017.",1,"awl","wood","Baskets",2.400000095,"Alternative"
"1171","O'odham","Castetter,_Edward_Franklin,_and_Ruth_Murray_Underhill._1935._The_Ethnobiology_of_the_Papago_Indians.Ethnobiological_Studies_in_the_American_Southwes4_(3):_84._https://ehrafworldcultures.yale.edu/document?id=nu79_017.",1,"awl","wood","Bags",2.400000095,"Alternative"
"1172","O'odham","Castetter,_Edward_Franklin,_and_Ruth_Murray_Underhill._1935._The_Ethnobiology_of_the_Papago_Indians.Ethnobiological_Studies_in_the_American_Southwes4_(3):_84._https://ehrafworldcultures.yale.edu/document?id=nu79_017.",1,"awl","wood","Quivers",2.400000095,"Alternative"
"1173","O'odham","Castetter,_Edward_Franklin,_and_Ruth_Murray_Underhill._1935._The_Ethnobiology_of_the_Papago_Indians.Ethnobiological_Studies_in_the_American_Southwes4_(3):_84._https://ehrafworldcultures.yale.edu/document?id=nu79_017.",1,"awl","wood","Clothing",2.400000095,"Thermoregulation"
